證期會代碼,公司簡稱,分類代碼,分類名稱
070682,日盛NP,0999,認購權證
070683,日盛NQ,0999,認購權證
070684,日盛NR,0999,認購權證
070685,DD亞東,0999,認購權證
070686,元大ZT,0999,認購權證
070687,元大ZU,0999,認購權證
070688,元大ZV,0999,認購權證
070689,元大ZW,0999,認購權證
070690,元大ZX,0999,認購權證
070691,元大ZY,0999,認購權證
070692,01元大,0999,認購權證
070693,02元大,0999,認購權證
070694,第一9U,0999,認購權證
070695,第一9V,0999,認購權證
070696,BA中信,0999,認購權證
070697,GM凱基,0999,認購權證
070698,GN凱基,0999,認購權證
070699,GP凱基,0999,認購權證
070700,GR凱基,0999,認購權證
070701,日盛NS,0999,認購權證
070702,日盛NT,0999,認購權證
070703,日盛NU,0999,認購權證
070704,日盛NV,0999,認購權證
070705,DE亞東,0999,認購權證
070706,DF亞東,0999,認購權證
070707,DG亞東,0999,認購權證
070708,LB富邦,0999,認購權證
070709,LC富邦,0999,認購權證
070710,LD富邦,0999,認購權證
070711,國票13,0999,認購權證
070712,國票14,0999,認購權證
070713,康和LV,0999,認購權證
070714,康和LW,0999,認購權證
070715,統一53,0999,認購權證
070716,統一54,0999,認購權證
070717,統一55,0999,認購權證
070718,統一56,0999,認購權證
070719,統一57,0999,認購權證
070720,統一58,0999,認購權證
070721,統一59,0999,認購權證
070722,統一60,0999,認購權證
070723,EE元富,0999,認購權證
070724,EF元富,0999,認購權證
070725,EG元富,0999,認購權證
070726,EH元富,0999,認購權證
070727,EJ元富,0999,認購權證
070728,EK元富,0999,認購權證
070729,永豐KA,0999,認購權證
070730,永豐KB,0999,認購權證
070731,永豐KC,0999,認購權證
070732,永豐KD,0999,認購權證
070733,永豐KE,0999,認購權證
070734,玉山43,0999,認購權證
070735,JX兆豐,0999,認購權證
070736,JY兆豐,0999,認購權證
070737,04元大,0999,認購權證
070738,05元大,0999,認購權證
070739,06元大,0999,認購權證
070740,07元大,0999,認購權證
070741,08元大,0999,認購權證
070742,國泰MS,0999,認購權證
070743,GS凱基,0999,認購權證
070744,GT凱基,0999,認購權證
070745,GU凱基,0999,認購權證
070746,日盛NX,0999,認購權證
070747,日盛NY,0999,認購權證
070748,日盛NZ,0999,認購權證
070749,日盛XA,0999,認購權證
070750,LE富邦,0999,認購權證
070751,LF富邦,0999,認購權證
070752,LG富邦,0999,認購權證
070753,第一9W,0999,認購權證
070754,BD中信,0999,認購權證
070755,BE中信,0999,認購權證
070756,BF中信,0999,認購權證
070757,5B群益,0999,認購權證
070758,5C群益,0999,認購權證
070759,5D群益,0999,認購權證
070760,5E群益,0999,認購權證
070761,5F群益,0999,認購權證
070762,5G群益,0999,認購權證
070763,5H群益,0999,認購權證
070764,5I群益,0999,認購權證
070765,5J群益,0999,認購權證
070766,5L群益,0999,認購權證
070767,5P群益,0999,認購權證
070768,5Q群益,0999,認購權證
070769,永豐KF,0999,認購權證
070770,永豐KG,0999,認購權證
070771,永豐KH,0999,認購權證
070772,永豐KI,0999,認購權證
070773,永豐KJ,0999,認購權證
070774,永豐KK,0999,認購權證
070775,統一63,0999,認購權證
070776,EM元富,0999,認購權證
070777,10元大,0999,認購權證
070778,11元大,0999,認購權證
070779,國泰MT,0999,認購權證
070780,日盛XD,0999,認購權證
070781,日盛XE,0999,認購權證
070782,日盛XF,0999,認購權證
070783,LJ富邦,0999,認購權證
070784,GW凱基,0999,認購權證
070785,GZ凱基,0999,認購權證
070786,第一9X,0999,認購權證
070787,第一9Y,0999,認購權證
070788,第一9Z,0999,認購權證
070789,國票15,0999,認購權證
070790,國票16,0999,認購權證
070791,國票17,0999,認購權證
070792,國票19,0999,認購權證
070793,康和LZ,0999,認購權證
070794,康和MA,0999,認購權證
070795,統一64,0999,認購權證
070796,EQ元富,0999,認購權證
070797,永豐KL,0999,認購權證
070798,永豐KM,0999,認購權證
070799,永豐KN,0999,認購權證
070800,13元大,0999,認購權證
070801,國泰MU,0999,認購權證
070802,KA兆豐,0999,認購權證
070803,KC兆豐,0999,認購權證
070804,KD兆豐,0999,認購權證
070805,KE兆豐,0999,認購權證
070806,KF兆豐,0999,認購權證
070807,KG兆豐,0999,認購權證
070808,KH兆豐,0999,認購權證
070809,KJ兆豐,0999,認購權證
070810,大展M5,0999,認購權證
070811,永昌LF,0999,認購權證
070812,永昌LG,0999,認購權證
070813,永昌LH,0999,認購權證
070814,永昌LK,0999,認購權證
070815,永昌LL,0999,認購權證
070816,永昌LM,0999,認購權證
070817,永昌LN,0999,認購權證
070818,永昌LP,0999,認購權證
070819,永昌LQ,0999,認購權證
070820,永昌LR,0999,認購權證
070821,永昌LS,0999,認購權證
070822,永昌LT,0999,認購權證
070823,永昌LU,0999,認購權證
070824,永昌LV,0999,認購權證
070825,永昌LW,0999,認購權證
070826,永昌LX,0999,認購權證
070827,永昌LY,0999,認購權證
070828,永昌LZ,0999,認購權證
070829,14元大,0999,認購權證
070830,15元大,0999,認購權證
070831,16元大,0999,認購權證
070832,17元大,0999,認購權證
070833,BH中信,0999,認購權證
070834,BJ中信,0999,認購權證
070835,BK中信,0999,認購權證
070836,5R群益,0999,認購權證
070837,5S群益,0999,認購權證
070838,5T群益,0999,認購權證
070839,5V群益,0999,認購權證
070840,5W群益,0999,認購權證
070841,永豐KP,0999,認購權證
070842,永豐KS,0999,認購權證
070843,HB凱基,0999,認購權證
070844,HC凱基,0999,認購權證
070845,HD凱基,0999,認購權證
070846,HF凱基,0999,認購權證
070847,日盛XG,0999,認購權證
070848,日盛XH,0999,認購權證
070849,日盛XJ,0999,認購權證
070850,日盛XK,0999,認購權證
070851,日盛XL,0999,認購權證
070852,日盛XM,0999,認購權證
070853,KL兆豐,0999,認購權證
070854,KM兆豐,0999,認購權證
070855,KN兆豐,0999,認購權證
070856,01第一,0999,認購權證
070857,02第一,0999,認購權證
070858,BL中信,0999,認購權證
070859,BM中信,0999,認購權證
070860,BN中信,0999,認購權證
070861,BP中信,0999,認購權證
070862,BQ中信,0999,認購權證
070863,永豐KT,0999,認購權證
070864,永豐KU,0999,認購權證
070865,永豐KV,0999,認購權證
070866,永豐KW,0999,認購權證
070867,永豐KX,0999,認購權證
070868,玉山44,0999,認購權證
070869,玉山45,0999,認購權證
070870,玉山46,0999,認購權證
070871,玉山47,0999,認購權證
070872,HH凱基,0999,認購權證
070873,HJ凱基,0999,認購權證
070874,HK凱基,0999,認購權證
070875,HL凱基,0999,認購權證
070876,HM凱基,0999,認購權證
070877,HN凱基,0999,認購權證
070878,HQ凱基,0999,認購權證
070879,HR凱基,0999,認購權證
070880,康和MB,0999,認購權證
070881,康和MD,0999,認購權證
070882,康和ME,0999,認購權證
070883,康和MF,0999,認購權證
070884,康和MG,0999,認購權證
070885,統一65,0999,認購權證
070886,統一66,0999,認購權證
070887,統一67,0999,認購權證
070888,日盛XP,0999,認購權證
070889,日盛XQ,0999,認購權證
070890,日盛XR,0999,認購權證
070891,日盛XS,0999,認購權證
070892,日盛XT,0999,認購權證
070893,LK富邦,0999,認購權證
070894,LL富邦,0999,認購權證
070895,LM富邦,0999,認購權證
070896,LN富邦,0999,認購權證
070897,LP富邦,0999,認購權證
070898,18元大,0999,認購權證
070899,19元大,0999,認購權證
070900,20元大,0999,認購權證
070901,21元大,0999,認購權證
070902,22元大,0999,認購權證
070903,23元大,0999,認購權證
070904,24元大,0999,認購權證
070905,25元大,0999,認購權證
070906,26元大,0999,認購權證
070907,HU凱基,0999,認購權證
070908,HV凱基,0999,認購權證
070909,HW凱基,0999,認購權證
070910,HX凱基,0999,認購權證
070911,工銀96,0999,認購權證
070912,5X群益,0999,認購權證
070913,5Y群益,0999,認購權證
070914,永豐KY,0999,認購權證
070915,永豐KZ,0999,認購權證
070916,永豐LA,0999,認購權證
070917,永豐LB,0999,認購權證
070918,永豐LC,0999,認購權證
070919,永豐LD,0999,認購權證
070920,03第一,0999,認購權證
070921,04第一,0999,認購權證
070922,統一68,0999,認購權證
070923,BS中信,0999,認購權證
070924,BT中信,0999,認購權證
070925,EX元富,0999,認購權證
070926,EY元富,0999,認購權證
070927,EZ元富,0999,認購權證
070928,日盛XU,0999,認購權證
070929,日盛XV,0999,認購權證
070930,日盛XW,0999,認購權證
070931,日盛XX,0999,認購權證
070932,日盛XY,0999,認購權證
070933,DL亞東,0999,認購權證
070934,LR富邦,0999,認購權證
070935,LS富邦,0999,認購權證
070936,LT富邦,0999,認購權證
070937,LU富邦,0999,認購權證
070938,LV富邦,0999,認購權證
070939,LW富邦,0999,認購權證
070940,LX富邦,0999,認購權證
070941,31元大,0999,認購權證
070942,32元大,0999,認購權證
070943,33元大,0999,認購權證
070944,34元大,0999,認購權證
070945,35元大,0999,認購權證
070946,36元大,0999,認購權證
070947,37元大,0999,認購權證
070948,38元大,0999,認購權證
070949,39元大,0999,認購權證
070950,國泰MV,0999,認購權證
070951,05第一,0999,認購權證
070952,BW中信,0999,認購權證
070953,BX中信,0999,認購權證
070954,日盛XZ,0999,認購權證
070955,日盛YA,0999,認購權證
070956,日盛YB,0999,認購權證
070957,日盛YC,0999,認購權證
070958,MB富邦,0999,認購權證
070959,MC富邦,0999,認購權證
070960,永豐LF,0999,認購權證
070961,41元大,0999,認購權證
070962,42元大,0999,認購權證
070963,43元大,0999,認購權證
070964,44元大,0999,認購權證
070965,國泰MW,0999,認購權證
070966,工銀97,0999,認購權證
070967,工銀98,0999,認購權證
070968,工銀99,0999,認購權證
070969,JF凱基,0999,認購權證
070970,JG凱基,0999,認購權證
070971,JH凱基,0999,認購權證
070972,JJ凱基,0999,認購權證
070973,JK凱基,0999,認購權證
070974,JL凱基,0999,認購權證
070975,JM凱基,0999,認購權證
070976,KQ兆豐,0999,認購權證
070977,KR兆豐,0999,認購權證
070978,KS兆豐,0999,認購權證
070979,KU兆豐,0999,認購權證
070980,KV兆豐,0999,認購權證
070981,KW兆豐,0999,認購權證
070982,國票20,0999,認購權證
070983,康和MH,0999,認購權證
070984,統一69,0999,認購權證
070985,統一70,0999,認購權證
070986,統一71,0999,認購權證
070987,統一72,0999,認購權證
070988,FA元富,0999,認購權證
070989,FB元富,0999,認購權證
070990,FC元富,0999,認購權證
070991,FD元富,0999,認購權證
070992,FE元富,0999,認購權證
070993,FF元富,0999,認購權證
070994,FG元富,0999,認購權證
070995,FH元富,0999,認購權證
070996,FJ元富,0999,認購權證
070997,FK元富,0999,認購權證
070998,FL元富,0999,認購權證
070999,FM元富,0999,認購權證
071000,FN元富,0999,認購權證
08809P,元大ML,0999P,認售權證
08837P,元大NP,0999P,認售權證
1101,台泥,01,水泥工業
1102,亞泥,01,水泥工業
1103,嘉泥,01,水泥工業
1104,環泥,01,水泥工業
1108,幸福,01,水泥工業
1109,信大,01,水泥工業
1110,東泥,01,水泥工業
1201,味全,02,食品工業
1203,味王,02,食品工業
1210,大成,02,食品工業
1213,大飲,02,食品工業
1215,卜蜂,02,食品工業
1216,統一,02,食品工業
1217,愛之味,02,食品工業
1218,泰山,02,食品工業
1219,福壽,02,食品工業
1220,台榮,02,食品工業
1225,福懋油,02,食品工業
1227,佳格,02,食品工業
1229,聯華,02,食品工業
1231,聯華食,02,食品工業
1232,大統益,02,食品工業
1233,天仁,02,食品工業
1234,黑松,02,食品工業
1235,興泰,02,食品工業
1236,宏亞,02,食品工業
1301,台塑,03,塑膠工業
1303,南亞,03,塑膠工業
1304,台聚,03,塑膠工業
1305,華夏,03,塑膠工業
1307,三芳,03,塑膠工業
1308,亞聚,03,塑膠工業
1309,台達化,03,塑膠工業
1310,台苯,03,塑膠工業
1312,國喬,03,塑膠工業
1312A,國喬特,03,塑膠工業
1313,聯成,03,塑膠工業
1314,中石化,03,塑膠工業
1315,達新,03,塑膠工業
1316,上曜,03,塑膠工業
1319,東陽,03,塑膠工業
1321,大洋,03,塑膠工業
1323,永裕,03,塑膠工業
1324,地球,03,塑膠工業
1325,恆大,03,塑膠工業
1326,台化,03,塑膠工業
1337,F-再生,03,塑膠工業
1338,F-廣華,12,汽車工業
1339,昭輝,03,塑膠工業
1402,遠東新,04,紡織纖維
1409,新纖,04,紡織纖維
1410,南染,04,紡織纖維
1413,宏洲,04,紡織纖維
1414,東和,04,紡織纖維
1416,廣豐,04,紡織纖維
1417,嘉裕,04,紡織纖維
1418,東華,04,紡織纖維
1419,新紡,04,紡織纖維
1423,利華,04,紡織纖維
1432,大魯閣,04,紡織纖維
1434,福懋,04,紡織纖維
1435,中福,20,其他
1436,華友聯,14,建材營造
1437,勤益,13,電子工業
1438,裕豐,14,建材營造
1439,中和,04,紡織纖維
1440,南紡,04,紡織纖維
1441,大東,04,紡織纖維
1442,名軒,14,建材營造
1443,立益,04,紡織纖維
1444,力麗,04,紡織纖維
1445,大宇,04,紡織纖維
1446,宏和,04,紡織纖維
1447,力鵬,04,紡織纖維
1449,佳和,04,紡織纖維
1451,年興,04,紡織纖維
1452,宏益,04,紡織纖維
1453,大將,04,紡織纖維
1454,台富,04,紡織纖維
1455,集盛,04,紡織纖維
1456,怡華,04,紡織纖維
1457,宜進,04,紡織纖維
1459,聯發,04,紡織纖維
1460,宏遠,04,紡織纖維
1463,強盛,04,紡織纖維
1464,得力,04,紡織纖維
1465,偉全,04,紡織纖維
1466,聚隆,04,紡織纖維
1467,南緯,04,紡織纖維
1468,昶和,04,紡織纖維
1469,理隆,04,紡織纖維
1470,大統染,04,紡織纖維
1471,首利,13,電子工業
1472,三洋紡,04,紡織纖維
1473,台南,04,紡織纖維
1474,弘裕,04,紡織纖維
1475,本盟,04,紡織纖維
1476,儒鴻,04,紡織纖維
1477,聚陽,04,紡織纖維
1503,士電,05,電機機械
1504,東元,05,電機機械
1506,正道,05,電機機械
1507,永大,05,電機機械
1512,瑞利,05,電機機械
1513,中興電,05,電機機械
1514,亞力,05,電機機械
1515,力山,05,電機機械
1516,川飛,20,其他
1517,利奇,05,電機機械
1519,華城,05,電機機械
1521,大億,05,電機機械
1522,堤維西,05,電機機械
1524,耿鼎,05,電機機械
1525,江申,05,電機機械
1526,日馳,05,電機機械
1527,鑽全,05,電機機械
1528,恩德,05,電機機械
1529,樂士,05,電機機械
1530,亞崴,05,電機機械
1531,高林股,05,電機機械
1532,勤美,10,鋼鐵工業
1533,車王電,05,電機機械
1535,中宇,05,電機機械
1536,和大,05,電機機械
1537,廣隆,05,電機機械
1538,正峰新,05,電機機械
1539,巨庭,05,電機機械
1540,喬福,05,電機機械
1541,錩泰,05,電機機械
1560,中砂,05,電機機械
1582,信錦,13,電子工業
1583,程泰,05,電機機械
1589,F-永冠,05,電機機械
1590,F-亞德,05,電機機械
1603,華電,06,電器電纜
1604,聲寶,06,電器電纜
1605,華新,06,電器電纜
1608,華榮,06,電器電纜
1609,大亞,06,電器電纜
1611,中電,06,電器電纜
1612,宏泰,06,電器電纜
1613,台一,06,電器電纜
1614,三洋電,06,電器電纜
1615,大山,06,電器電纜
1616,億泰,06,電器電纜
1617,榮星,06,電器電纜
1618,合機,06,電器電纜
1626,F-艾美,06,電器電纜
1701,中化,07,化學生技醫療
1702,南僑,02,食品工業
1704,榮化,07,化學生技醫療
1707,葡萄王,07,化學生技醫療
